Displacement	Force
5.4615	17516.2266
5.4658	17519.4512
5.47	17520.2656
5.4742	17522.9102
5.4785	17525.7324
5.4827	17527.625
5.4869	17531.1348
5.4912	17534.582
5.4955	17535.2148
5.4997	17537.0781
5.5039	17539.6699
5.5081	17541.0332
5.5123	17543.2188
5.5166	17546.2852
5.5208	17547.8984
5.525	17549.6621
5.5293	17553.4668
5.5336	17555.4258
5.5377	17556.2305
5.542	17558.9961
5.5462	17560.709
5.5504	17562.1621
5.5547	17565.6445
5.5589	17568.7734
5.5632	17570.2109
5.5674	17572.8652
5.5717	17575.0293
5.5759	17575.5078
5.5801	17578.7246
5.5843	17581.7305
5.5886	17582.7969
5.5928	17584.9297
5.597	17587.5684
5.6012	17589.4746
5.6055	17591.8906
5.6098	17595.3086
5.614	17595.9746
5.6182	17596.9902
5.6224	17600.332
5.6266	17602.5977
5.6308	17604.4355
5.6351	17607.3984
5.6394	17609.5078
5.6436	17610.4727
5.6478	17614.3145
5.6521	17616.7598
5.6563	17617.498
5.6605	17619.7852
5.6648	17621.6211
5.669	17622.6035
5.6732	17625.6797
5.6775	17629.0508
5.6817	17630.1426
5.686	17632.3945
5.6902	17634.4902
5.6944	17635.0312
5.6986	17637.2598
5.7029	17640.6445
5.7071	17641.8047
5.7113	17642.8027
5.7155	17646.3496
5.7197	17648.7539
5.724	17651.0918
5.7283	17655.0762
5.7325	17656.4414
5.7367	17656.4863
5.741	17659.0352
5.7452	17661.4727
5.7494	17662.377
5.7537	17665.0684
5.7579	17667.3184
5.7621	17668.1406
5.7664	17671.3848
5.7706	17674.3926
5.7749	17674.875
5.7791	17676.334
5.7833	17678.7363
5.7875	17679.4492
5.7917	17681.8086
5.796	17685.8965
5.8002	17687.6719
5.8044	17689.4863
5.8087	17692.1465
5.813	17693.3574
5.8171	17694.7715
5.8214	17697.998
5.8257	17699.748
5.8298	17700.7012
5.8341	17703.3906
5.8383	17705.5469
5.8425	17707.2891
5.8468	17710.0312
5.8511	17711.5488
5.8553	17711.6816
5.8595	17713.6621
5.8637	17716.4473
5.8679	17717.7051
5.8722	17720.7285
5.8764	17723.7422
5.8807	17724.3398
5.8849	17726.084
5.8892	17729.3398
5.8934	17730.3691
5.8976	17731.6172
5.9019	17734.3203
5.9061	17735.0742
5.9102	17736.7441
5.9145	17740.998
5.9188	17743.0938
5.923	17743.8496
5.9273	17745.9414
5.9315	17747.0742
5.9357	17747.375
5.9399	17750.8242
5.9442	17753.4629
5.9484	17753.9492
5.9526	17756.7461
5.9569	17759.1465
5.9611	17760.3945
5.9653	17763.2695
5.9696	17765.9805
5.9738	17766.1836
5.978	17767.3652
5.9823	17769.8379
5.9865	17770.9531
5.9907	17772.9434
5.995	17775.8691
5.9992	17777.3184
6.0034	17778.6621
6.0077	17782.082
6.0119	17783.8535
6.0161	17784.6055
6.0204	17787.1719
6.0246	17788.2207
6.0288	17788.752
6.033	17791.6953
6.0373	17794.1621
6.0415	17795.3613
6.0458	17798.2246
6.05	17799.8535
6.0542	17800.0586
6.0585	17802.7832
6.0627	17805.2539
6.0669	17805.9258
6.0711	17807.2715
6.0754	17809.6934
6.0796	17811.1992
6.0838	17813.3555
6.0881	17816.3262
6.0924	17817.1719
6.0965	17817.8887
6.1008	17820.2598
6.105	17822.0996
6.1092	17823.9922
6.1135	17827.1699
6.1178	17828.5449
6.122	17828.8027
6.1262	17831.6914
6.1305	17833.5977
6.1347	17833.8125
6.1389	17835.9609
6.1431	17837.3184
6.1473	17837.6191
6.1515	17840.4941
6.1558	17844.2754
6.1601	17845.2617
6.1643	17847.1445
6.1686	17848.9316
6.1728	17848.4141
6.1769	17849.9805
6.1812	17853.3301
6.1854	17854.8887
6.1896	17856.2246
6.1939	17859.0332
6.1981	17860.8047
6.2024	17862.3301
6.2067	17865.2363
6.2109	17866.0156
6.2151	17865.959
6.2194	17867.9277
6.2236	17869.8789
6.2278	17870.418
6.232	17873.0957
6.2363	17875.5039
6.2405	17875.918
6.2447	17878.3262
6.249	17880.6484
6.2532	17881.2676
6.2574	17882.9473
6.2616	17884.8008
6.2658	17885.168
6.27	17887.5137
6.2743	17891.7188
6.2786	17893.5215
6.2828	17895.041
6.2871	17896.9629
6.2913	17897.1328
6.2955	17897.7188
6.2998	17900.5566
6.304	17902.0156
6.3082	17902.2676
6.3125	17904.543
6.3167	17906.2129
6.3209	17907.6523
6.3252	17910.8203
6.3294	17912.3828
6.3336	17912.1172
6.3378	17914.002
6.3421	17916.3945
6.3463	17917.6914
6.3505	17920.1191
6.3548	17922.5723
6.359	17922.8613
6.3632	17924.2695
6.3675	17927.0508
6.3718	17928.0391
6.376	17929.0957
6.3802	17931.3184
6.3844	17931.2402
6.3886	17932.1582
6.3929	17936.1035
6.3972	17938.2598
6.4014	17938.7637
6.4056	17940.8164
6.4099	17941.5664
6.414	17941.1738
6.4183	17944.1348
6.4225	17946.1699
6.4267	17946.8848
6.4309	17949.4238
6.4352	17951.3047
6.4394	17952.5312
6.4437	17955.3691
6.448	17958.0352
6.4522	17957.9453
6.4564	17958.666
6.4607	17960.4707
6.4649	17960.9688
6.4691	17962.6641
6.4733	17965.5059
6.4776	17966.6367
6.4818	17967.3828
6.486	17970.1406
6.4903	17971.584
6.4945	17971.8145
6.4987	17973.832
6.5029	17974.7949
6.5071	17975.0723
6.5114	17978.1113
6.5156	17980.8828
6.5199	17982.1367
6.5241	17984.5059
6.5284	17985.8711
6.5326	17985.416
6.5368	17987.541
6.5411	17989.9199
6.5453	17990.2598
6.5495	17991.6152
6.5538	17993.6094
6.558	17994.2617
6.5622	17996.0977
6.5665	17999.0469
6.5707	17999.8594
6.5749	17999.8965
6.5792	18001.4844
6.5834	18002.6777
6.5876	18004.2031
6.5919	18006.9727
6.5961	18008.4434
6.6003	18008.5723
6.6046	18011.3301
6.6088	18012.9453
6.613	18013.0176
6.6173	18015.1602
6.6215	18016.125
6.6257	18016.0742
6.6299	18018.5957
6.6342	18021.666
6.6384	18022.3496
6.6427	18023.9668
6.6469	18025.3691
6.6511	18024.502
6.6553	18025.7109
6.6596	18028.9766
6.6638	18030.5684
6.668	18031.5273
6.6723	18033.4844
6.6765	18034.2871
6.6807	18035.9316
6.685	18039.2129
6.6893	18040.0117
6.6935	18039.6191
6.6977	18041.1699
6.7019	18042.5723
6.7061	18043.4199
6.7104	18046.2539
6.7146	18048.0957
6.7188	18047.9297
6.7231	18050.2793
6.7274	18052.248
6.7316	18052.5273
6.7358	18053.793
6.74	18055.4238
6.7442	18055.582
6.7484	18056.959
6.7527	18060.0371
6.757	18061.3828
6.7612	18062.5703
6.7655	18064.1328
6.7697	18064.4453
6.7739	18065.2539
6.7781	18067.8262
6.7824	18068.9727
6.7866	18068.7207
6.7908	18070.9336
6.7951	18072.6484
6.7993	18073.7754
6.8036	18076.5566
6.8078	18077.8457
6.812	18077.209
6.8162	18078.752
6.8204	18081.0352
6.8246	18081.5781
6.8289	18083.7402
6.8332	18085.8457
6.8374	18085.8184
6.8416	18087.5879
6.8459	18089.9414
6.8501	18090.3965
6.8543	18090.832
6.8586	18092.4941
6.8628	18092.6289
6.867	18093.4141
6.8712	18096.6309
6.8755	18098.4062
6.8797	18099.2676
6.884	18101.0742
6.8882	18101.5957
6.8924	18101.3711
6.8966	18103.9707
6.9009	18106.1172
6.9051	18105.8516
6.9093	18107.5332
6.9136	18109.4648
6.9178	18110.4883
6.9221	18112.7695
6.9264	18114.7969
6.9306	18114.1797
6.9348	18114.3047
6.939	18115.832
6.9432	18116.3535
6.9474	18118.1133
6.9517	18119.998
6.9559	18120.8008
6.9601	18121.877
6.9644	18125.0391
6.9686	18126.1973
6.9728	18126.0957
6.9771	18127.9648
6.9813	18128.543
6.9855	18128.8086
6.9897	18131.7598
6.994	18134.2324
6.9982	18134.6602
7.0025	18136.3672
7.0068	18137.4219
7.011	18137.0859
7.0152	18139.0254
7.0195	18140.7969
7.0237	18140.8301
7.0279	18141.6289
7.0321	18143.1855
7.0363	18144.1836
7.0406	18146.3984
7.0449	18148.668
7.0491	18148.2305
7.0533	18148.3652
7.0575	18150.3711
7.0617	18151.6406
7.0659	18152.6641
7.0702	18154.9883
7.0745	18155.6133
7.0787	18155.4316
7.0829	18158.123
7.0872	18159.7812
7.0914	18159.6621
7.0957	18161.4766
7.0999	18162.582
7.1041	18162.1055
7.1083	18164.0625
7.1126	18166.9102
7.1168	18167.2598
7.1211	18168.7637
7.1253	18170.0098
7.1295	18169.2871
7.1337	18170.5684
7.1379	18173.3438
7.1422	18174.0312
7.1464	18174.4766
7.1506	18176.7285
7.1549	18177.5527
7.1591	18178.5938
7.1634	18181.6582
7.1676	18181.9707
7.1718	18181.3047
7.1761	18183.0801
7.1803	18184.4492
7.1845	18184.7441
7.1888	18186.8145
7.193	18188.2676
7.1972	18187.7695
7.2015	18189.7285
7.2057	18191.7852
7.2099	18191.793
7.2141	18192.7949
7.2184	18194.2344
7.2226	18194.0879
7.2268	18195.7695
7.2311	18199.0215
7.2353	18200.1055
7.2396	18200.8633
7.2438	18202.3906
7.248	18202.4512
7.2522	18202.7656
7.2565	18205.0156
7.2607	18206.0703
7.2649	18206.0117
7.2692	18207.8242
7.2734	18209.3125
7.2776	18210.0566
7.2819	18212.1055
7.2862	18212.5488
7.2904	18211.5215
7.2946	18212.9512
7.2988	18215.0117
7.303	18215.2578
7.3072	18217.2461
7.3115	18218.8672
7.3157	18219.0859
7.32	18221.0352
7.3243	18222.9863
7.3285	18222.9766
7.3327	18223.3301
7.337	18224.873
7.3412	18224.9473
7.3453	18225.6074
7.3496	18228.627
7.3539	18229.8398
7.3581	18230.0801
7.3624	18231.668
7.3666	18232.1074
7.3708	18231.7324
7.375	18233.752
7.3793	18234.7637
7.3834	18234.1582
7.3877	18236.125
7.3919	18238.3301
7.3962	18239.0156
7.4004	18241.0781
7.4047	18242.7656
7.4089	18241.8574
7.4131	18242.5293
7.4174	18244.3047
7.4216	18244.4199
7.4258	18245.6309
7.43	18247.666
7.4343	18248.1562
7.4385	18249.2676
7.4428	18251.832
7.447	18252.2617
7.4512	18251.5605
7.4554	18252.8438
7.4597	18253.4961
7.4639	18254.1055
7.4681	18256.9648
7.4724	18258.6289
7.4766	18258.2637
7.4809	18259.8691
7.4851	18261.2051
7.4893	18260.6875
7.4936	18262.4785
7.4978	18264.0137
7.502	18263.5117
7.5062	18264.3711
7.5105	18266.4141
7.5147	18267.3457
7.5189	18268.6777
7.5232	18270.7168
7.5274	18270.3984
7.5316	18270.3789
7.5359	18272.3789
7.5401	18273.2324
7.5443	18273.543
7.5486	18275.502
7.5528	18276.0352
7.557	18276.2188
7.5613	18278.7812
7.5656	18279.5312
7.5698	18278.6348
7.574	18280.252
7.5782	18280.9824
7.5824	18281.0391
7.5867	18283.5801
7.5909	18285.8223
7.5952	18285.7715
7.5994	18286.541
7.6037	18287.7266
7.6078	18287.2637
7.6121	18288.6191
7.6163	18290.5273
7.6205	18290.748
7.6247	18291.3242
7.629	18293.2441
7.6332	18293.9258
7.6375	18294.5938
7.6418	18296.832
7.646	18296.9375
7.6502	18296.25
7.6544	18297.9277
7.6587	18298.8184
7.6629	18298.4297
7.6671	18299.8789
7.6714	18301.3359
7.6756	18301.2871
7.6798	18303.7891
7.6841	18305.7012
7.6883	18305.5879
7.6925	18306.0703
7.6968	18307.4727
7.701	18307.3105
7.7052	18308.4082
7.7094	18310.8223
7.7137	18311.6738
7.7179	18312.3438
7.7222	18313.5078
7.7264	18313.1836
7.7306	18313.5449
7.7349	18316.0586
7.7391	18316.6328
7.7433	18316.0918
7.7476	18317.6875
7.7518	18318.7344
7.756	18319.373
7.7603	18321.5547
7.7645	18322.3965
7.7687	18321.5078
7.7729	18322.6152
7.7772	18324.3672
7.7814	18324.5625
7.7856	18326.2266
7.7899	18327.7285
7.7941	18327.3906
7.7984	18328.4102
7.8026	18329.9629
7.8069	18329.7148
7.8111	18330.2598
7.8153	18331.6758
7.8195	18331.0879
7.8237	18331.4746
7.828	18334.5742
7.8322	18335.8203
7.8365	18335.6367
7.8407	18336.8477
7.845	18336.8418
7.8491	18336.4609
7.8534	18338.3887
7.8576	18339.7793
7.8618	18339.3574
7.866	18341.0352
7.8703	18342.7402
7.8745	18343.2129
7.8788	18345.1973
7.8831	18346.5605
7.8873	18345.5293
7.8915	18346.0312
7.8957	18347.3867
7.8999	18347.1172
7.9042	18348.0371
7.9084	18349.9531
7.9127	18350.1367
7.9169	18350.5723
7.9212	18352.9121
7.9254	18353.3926
7.9296	18352.502
7.9338	18353.5625
7.938	18353.8418
7.9422	18353.998
7.9465	18356.6543
7.9507	18358.6758
7.955	18358.8184
7.9592	18360.2305
7.9635	18360.6836
7.9677	18359.7539
7.9719	18361.4902
7.9762	18362.9531
7.9804	18362.625
7.9846	18363.2324
7.9889	18364.9805
7.9931	18365.6777
7.9973	18366.8066
8.0016	18368.4551
8.0058	18367.3008
8.01	18367.0078
8.0143	18368.9902
8.0185	18369.8496
8.0227	18370.0625
8.0269	18371.6055
8.0312	18372.2246
8.0354	18372.1602
8.0397	18374.5488
8.0439	18375.2656
8.0481	18374.5566
8.0524	18375.6602
8.0566	18375.7754
8.0608	18375.3887
8.065	18377.5332
8.0693	18379.4688
8.0735	18379.1875
8.0778	18380.2715
8.082	18381.5391
8.0862	18380.9629
8.0904	18381.793
8.0947	18383.6172
8.0989	18383.4297
8.1031	18383.2207
8.1074	18385.082
8.1116	18385.9297
8.1158	18386.9102
8.1201	18389.3223
8.1244	18389.0449
8.1286	18388.041
8.1328	18389.5039
8.137	18390.5371
8.1412	18390.5547
8.1455	18392.1445
8.1497	18392.7617
8.1539	18392.1816
8.1582	18394.459
8.1625	18396.2344
8.1667	18395.7148
8.1709	18396.3066
8.1751	18396.8926
8.1793	18396.0664
8.1835	18397.541
8.1878	18400.1895
8.1921	18400.3594
8.1963	18400.9961
8.2006	18402.3438
8.2048	18402.1953
8.209	18402.4121
8.2132	18403.9121
8.2175	18403.9512
8.2217	18403.5332
8.2259	18405.252
8.2301	18406.0254
8.2344	18406.5098
8.2386	18408.7969
8.2429	18409.1641
8.2471	18407.7207
8.2513	18408.8867
8.2556	18410.5645
8.2598	18410.5879
8.264	18412.0879
8.2683	18413.3477
8.2725	18412.3027
8.2767	18413.1094
8.281	18415.3047
8.2852	18415.2539
8.2894	18415.2129
8.2937	18416.6035
8.2979	18416.0996
8.3021	18416.3984
8.3063	18418.9023
8.3106	18419.8008
8.3148	18419.6914
8.3191	18421.0566
8.3233	18420.9062
8.3275	18420.2598
8.3317	18422.5645
8.336	18423.3926
8.3402	18422.8496
8.3444	18423.9785
8.3487	18424.8867
8.3529	18424.7402
8.3572	18426.3496
8.3615	18427.8906
8.3657	18426.5684
8.3699	18426.5098
8.3741	18428.1191
8.3783	18428.2305
8.3825	18429.3438
8.3868	18431.166
8.391	18431.1719
8.3952	18431.5137
8.3995	18433.4941
8.4038	18433.9082
8.408	18433.2793
8.4122	18434.5625
8.4164	18434.3359
8.4206	18433.7383
8.4248	18436.1875
8.4291	18438.2363
8.4334	18438.0742
8.4376	18439.1875
8.4419	18439.6621
8.4461	18438.332
8.4503	18439.5195
8.4546	18440.7363
8.4588	18440.1113
8.463	18440.7383
8.4672	18441.957
8.4714	18442.5098
8.4757	18443.7168
8.48	18445.0137
8.4842	18443.9824
8.4883	18443.7988
8.4926	18445.1406
8.4968	18445.6836
8.501	18446.7227
8.5053	18448.7129
8.5096	18449.1836
8.5138	18448.3379
8.518	18450.0156
8.5223	18450.8945
8.5265	18450.2168
8.5308	18451.2969
8.535	18451.4941
8.5392	18450.4219
8.5434	18451.8789
8.5477	18453.8594
8.5519	18453.6309
8.5561	18454.7051
8.5604	18455.623
8.5646	18454.4375
8.5688	18455.0605
8.573	18457.1426
8.5773	18457.4707
8.5815	18457.5039
8.5857	18458.9902
8.59	18459.4316
8.5942	18460.1367
8.5985	18462.2754
8.6027	18462.1426
8.6069	18460.7441
8.6112	18461.4688
8.6154	18462.2109
8.6196	18461.9961
8.6239	18463.2871
8.6281	18464.5801
8.6323	18464.0801
8.6366	18465.6152
8.6408	18466.7266
8.645	18466.1465
8.6493	18466.7266
8.6535	18467.2109
8.6577	18466.5645
8.6619	18467.7285
8.6662	18470.416
8.6704	18470.7305
8.6747	18471.3281
8.6789	18472.3359
8.6832	18471.2773
8.6874	18471.1895
8.6916	18472.8086
8.6958	18472.9473
8.7	18472.3379
8.7043	18473.7363
8.7085	18474.5898
8.7127	18474.7402
8.717	18476.4629
8.7213	18476.832
8.7255	18475.6016
8.7297	18476.2832
8.7339	18477.4121
8.7381	18477.377
8.7424	18478.7754
8.7466	18479.9902
8.7508	18479.4082
8.7551	18480.459
8.7593	18481.9473
8.7636	18481.707
8.7678	18481.6211
8.7721	18482.5742
8.7763	18481.6387
8.7804	18481.543
8.7847	18483.8223
8.789	18484.4102
8.7932	18484.4004
8.7975	18485.8613
8.8017	18485.5938
8.8059	18484.6309
8.8101	18486.7129
8.8144	18487.3926
8.8186	18486.4648
8.8228	18487.6406
8.827	18488.5801
8.8312	18488.834
8.8355	18490.7148
8.8398	18492.0488
8.844	18490.5977
8.8482	18490.8535
8.8525	18492.2598
8.8567	18491.9707
8.8609	18492.5078
8.8652	18493.8789
8.8694	18493.6855
8.8736	18493.7695
8.8779	18495.7441
8.8821	18495.8262
8.8863	18495.0312
8.8906	18496.1113
8.8948	18496.1016
8.899	18495.5527
8.9032	18497.6797
8.9075	18498.8809
8.9117	18498.5508
8.916	18499.8867
8.9202	18500.2656
8.9244	18498.9434
8.9287	18500.2129
8.9329	18501.6914
8.9371	18500.9863
8.9413	18501.3242
8.9456	18502.2207
8.9498	18502.4453
8.9541	18503.7227
8.9583	18505.3047
8.9626	18504.207
8.9667	18503.5781
8.971	18504.5879
8.9752	18505.0625
8.9794	18505.5352
8.9837	18507.0039
8.988	18507.1504
8.9921	18506.2012
8.9964	18507.8203
9.0007	18508.3438
9.0049	18507.582
9.0091	18508.998
9.0133	18509.0469
9.0175	18507.8008
9.0217	18509.3809
9.026	18511.4727
9.0302	18511.3555
9.0345	18512.1523
9.0388	18512.877
9.0429	18511.4414
9.0471	18511.9551
9.0514	18513.9707
9.0556	18513.7559
9.0598	18513.4473
9.0641	18514.3926
9.0683	18514.5645
9.0726	18515.6523
9.0769	18517.6309
9.0811	18516.7598
9.0853	18515.5332
9.0895	18516.416
9.0938	18516.9258
9.098	18516.8867
9.1022	18518.1719
9.1065	18518.8066
9.1107	18518.1348
9.1149	18519.9922
9.1192	18521.3281
9.1234	18520.2715
9.1276	18520.6621
9.1319	18521.0137
9.136	18520.0664
9.1403	18521.2051
9.1445	18523.0801
9.1488	18523.041
9.153	18523.752
9.1573	18524.4043
9.1615	18523.3496
9.1657	18523.4199
9.17	18524.9473
9.1742	18525.0215
9.1784	18524.4355
9.1826	18525.5391
9.1869	18525.75
9.1911	18526.1094
9.1954	18528.1191
9.1996	18528.3496
9.2038	18527.0801
9.208	18527.4746
9.2123	18528.5703
9.2165	18528.4043
9.2207	18529.4121
9.225	18530.3457
9.2292	18529.4941
9.2334	18530.502
9.2377	18532.1621
9.242	18531.7559
9.2462	18531.6035
9.2504	18532.0781
9.2546	18530.9121
9.2588	18530.8789
9.2631	18533.2812
9.2673	18533.7363
9.2716	18533.7246
9.2758	18534.8359
9.2801	18534.3262
9.2842	18533.4102
9.2885	18535.123
9.2927	18535.875
9.2969	18535.3477
9.3011	18536.3281
9.3054	18536.9746
9.3096	18536.8711
9.3139	18538.5391
9.3182	18539.5
9.3224	18538.0996
9.3266	18537.8906
9.3309	18538.9199
9.3351	18538.3965
9.3393	18539.0039
9.3436	18540.1836
9.3478	18539.6562
9.352	18539.3145
9.3563	18540.9922
9.3605	18540.8438
9.3647	18540.1934
9.3689	18541.1484
9.3731	18540.9883
9.3773	18540.8398
9.3816	18542.8105
9.3858	18544.0918
9.3901	18543.8848
9.3943	18545.1582
9.3986	18545.207
9.4028	18543.7559
9.407	18545.0898
9.4113	18545.8926
9.4155	18545.2852
9.4197	18545.7656
9.424	18546.2793
9.4282	18546.0273
9.4324	18546.5586
9.4367	18548.0059
9.4409	18546.9961
9.4451	18546.1504
9.4493	18547.3008
9.4536	18547.7383
9.4578	18548.0508
9.462	18549.5137
9.4663	18550.0039
9.4705	18549.207
9.4748	18550.4238
9.479	18550.7422
9.4832	18549.9512
9.4875	18551.0098
9.4917	18550.8008
9.4959	18549.6426
9.5001	18551.4004
9.5044	18553.3262
9.5086	18552.625
9.5129	18552.9883
9.5172	18553.2148
9.5213	18551.459
9.5255	18552.0879
9.5298	18553.7266
9.534	18553.2207
9.5382	18553.1934
9.5425	18554.5586
9.5467	18554.9395
9.5509	18555.3555
9.5552	18557.3203
9.5595	18557.0996
9.5637	18555.9414
9.5679	18556.3359
9.5721	18556.9141
9.5763	18556.7812
9.5806	18558.377
9.5849	18558.8672
9.5891	18557.7305
9.5933	18558.9785
9.5976	18559.7363
9.6018	18558.6055
9.606	18558.4961
9.6102	18558.7676
9.6144	18557.8047
9.6186	18558.4766
9.6229	18560.6484
9.6271	18560.8457
9.6314	18561.3262
9.6357	18562.4199
9.6399	18561.9766
9.6441	18561.6016
9.6483	18562.3672
9.6526	18562.2188
9.6568	18561.5117
9.661	18562.4727
9.6652	18562.6328
9.6695	18562.5254
9.6737	18564.6953
9.678	18564.8242
9.6822	18563.0293
9.6864	18563.6582
9.6907	18564.877
9.6949	18564.0273
9.6991	18565.0352
9.7034	18566.2969
9.7076	18565.2617
9.7118	18565.748
9.7161	18566.9062
9.7203	18566.2188
9.7245	18565.9922
9.7288	18566.4844
9.733	18565.5352
9.7372	18566.1953
9.7414	18568.3242
9.7457	18568.5801
9.7499	18568.2285
9.7542	18569.0391
9.7584	18568.541
9.7626	18567.3477
9.7668	18568.7637
9.7711	18569.4688
9.7753	18568.4785
9.7795	18569.8203
9.7838	18570.7461
9.788	18570.041
9.7923	18571.0449
9.7966	18571.8027
9.8008	18570.2188
9.805	18570.082
9.8092	18571.084
9.8134	18570.5137
9.8176	18571.1055
9.8219	18572.0859
9.8261	18571.791
9.8303	18572.2363
9.8346	18573.7168
9.8389	18573.0977
9.843	18572.168
9.8473	18573.0449
9.8515	18572.6484
9.8557	18572.3867
9.8599	18574.2754
9.8642	18575.166
9.8684	18574.1816
9.8727	18574.8145
9.877	18575.166
9.8812	18574.3867
9.8854	18575.3535
9.8897	18575.7129
9.8938	18574.2539
9.8981	18574.5391
9.9023	18575.9824
9.9065	18576.041
9.9108	18576.7637
9.9151	18578.1328
9.9193	18576.7422
9.9235	18576.123
9.9277	18577.334
9.9319	18577.291
9.9361	18577.082
9.9404	18578.0488
9.9447	18578.125
9.9489	18577.332
9.9531	18579.0547
9.9574	18579.4043
9.9616	18578.2383
9.9659	18578.6777
9.9701	18578.0078
9.9743	18576.9727
9.9785	18578.6523
9.9828	18580.1484
9.987	18579.4336
9.9912	18580.168
9.9955	18580.6582
9.9997	18579.1035
10.0039	18579.7051
10.0081	18581.2246
10.0124	18580.5273
10.0166	18580.2949
10.0208	18581.6855
10.0251	18581.8496
10.0293	18582.0293
10.0336	18583.3984
10.0378	18582.6895
10.042	18581.4922
10.0463	18581.6797
10.0505	18581.4785
10.0547	18580.8164
10.059	18582.1074
10.0632	18582.5918
10.0674	18581.9727
10.0717	18583.6934
10.0759	18584.2637
10.0801	18582.9414
10.0843	18583.248
10.0886	18583.6191
10.0928	18582.4609
10.097	18583.3027
10.1013	18585.5059
10.1055	18585.3477
10.1098	18585.8008
10.114	18586.6367
10.1182	18585.6641
10.1224	18585.1465
10.1267	18586.4707
10.1309	18586.627
10.1351	18585.5918
10.1394	18586.2051
10.1436	18586.2617
10.1479	18585.8457
10.1521	18586.9785
10.1564	18586.6582
10.1606	18585.3555
10.1648	18585.9199
10.169	18586.8242
10.1732	18586.082
10.1775	18587.1406
10.1817	18587.957
10.1859	18586.8301
10.1902	18587.4121
10.1945	18588.7852
10.1987	18588.2754
10.2029	18587.834
10.2071	18588.0547
10.2113	18587.0625
10.2155	18587.6504
10.2198	18589.9512
10.2241	18590.043
10.2283	18589.002
10.2326	18589.0625
10.2368	18588.4102
10.241	18587.2891
10.2452	18588.7559
10.2495	18589.1855
10.2536	18588.1465
10.2579	18589.3574
10.2621	18590.1094
10.2663	18589.6699
10.2706	18590.7852
10.2749	18591.4004
10.2791	18589.8379
10.2833	18589.5664
10.2876	18590.3535
10.2918	18589.8457
10.296	18590.2168
10.3003	18590.8125
10.3045	18590.2402
10.3087	18590.707
10.313	18592.4941
10.3172	18591.9316
10.3214	18590.6309
10.3257	18591.0234
10.3299	18590.5781
10.3341	18590.377
10.3383	18591.959
10.3426	18592.5215
10.3468	18591.7383
10.3511	18592.5371
10.3553	18592.8496
10.3595	18591.6328
10.3638	18592.3418
10.368	18592.8516
10.3722	18591.4688
10.3764	18591.3594
10.3807	18592.5996
10.3849	18592.5078
10.3891	18593.334
10.3934	18594.377
10.3977	18592.6797
10.4018	18591.9863
10.4061	18592.9082
10.4103	18592.5586
10.4145	18592.5742
10.4188	18593.6113
10.423	18592.9863
10.4272	18592.4863
10.4315	18594.3477
10.4358	18594.6367
10.44	18592.9004
10.4442	18593.4258
10.4484	18593.3086
10.4526	18592.5703
10.4568	18594.1426
10.4611	18595.7324
10.4654	18594.6504
10.4696	18594.9316
10.4739	18595.2168
10.4781	18594.002
10.4823	18594.4551
10.4865	18595.2988
10.4907	18594.0039
10.4949	18593.5215
10.4992	18594.9961
10.5034	18595.2129
10.5077	18595.5137
10.512	18596.6855
10.5162	18595.4102
10.5204	18594.1543
10.5246	18595.3652
10.5289	18595.416
10.5331	18594.5742
10.5373	18595.4961
10.5416	18595.8164
10.5458	18594.8965
10.55	18596.459
10.5543	18597.0273
10.5585	18595.334
10.5627	18595.2129
10.567	18595.2109
10.5711	18594.5391
10.5754	18595.457
10.5797	18597.0137
10.5839	18596.4375
10.5881	18596.4102
10.5924	18597.0039
10.5966	18595.9648
10.6008	18595.7949
10.6051	18596.8301
10.6093	18596.0547
10.6135	18594.752
10.6178	18595.5273
10.622	18595.9902
10.6262	18596.3828
10.6305	18597.8594
10.6347	18597.3496
10.6389	18595.4805
10.6431	18595.9375
10.6474	18596.666
10.6516	18596.3027
10.6558	18597.3984
10.6601	18597.9355
10.6643	18596.4102
10.6686	18597.0117
10.6728	18597.9531
10.6771	18596.7051
10.6813	18596.1621
10.6855	18596.6055
10.6897	18595.377
10.6939	18595.248
10.6982	18597.0645
10.7024	18597.5039
10.7067	18597.3438
10.7109	18597.7988
10.7152	18596.6133
10.7193	18595.1484
10.7236	18596.4941
10.7278	18596.8574
10.732	18596.1914
10.7362	18597.2305
10.7405	18597.4258
10.7447	18596.8711
10.749	18598.25
10.7533	18598.4883
10.7575	18596.4043
10.7617	18596.0449
10.766	18596.8613
10.7702	18596.168
10.7744	18596.459
10.7787	18597.1094
10.7829	18596.1699
10.7871	18596.0039
10.7913	18597.4863
10.7956	18597.3906
10.7998	18596.5762
10.804	18597.2461
10.8082	18596.3496
10.8124	18595.4414
10.8167	18597.4531
10.821	18598.627
10.8252	18597.9746
10.8295	18598.4102
10.8337	18597.5664
10.8379	18595.8984
10.8421	18597.041
10.8464	18597.6016
10.8506	18596.0957
10.8548	18596.0664
10.8591	18596.4199
10.8633	18596.2363
10.8675	18596.6797
10.8718	18597.5293
10.876	18596.1934
10.8802	18595.3008
10.8844	18596.1523
10.8887	18596.1621
10.8929	18596.3477
10.8971	18597.3809
10.9014	18596.8477
10.9056	18595.8203
10.9099	18596.9434
10.9141	18596.9004
10.9183	18595.7383
10.9226	18596.5527
10.9268	18596.0605
10.931	18594.6738
10.9352	18595.6289
10.9395	18597.1504
10.9437	18596.4219
