Displacement	Force
10.948	18596.5527
10.9523	18596.4453
10.9564	18594.2246
10.9606	18594.1113
10.9649	18595.0469
10.9691	18594.5469
10.9733	18594.7617
10.9776	18595.7441
10.9818	18595.418
10.986	18595.7285
10.9903	18597.4766
10.9946	18596.3711
10.9988	18594.9277
11.003	18595.1895
11.0072	18594.9355
11.0114	18594.1875
11.0157	18595.2344
11.0199	18595.4512
11.0241	18594.2812
11.0284	18595.6836
11.0327	18596.1055
11.0369	18594.7734
11.0411	18594.5352
11.0453	18594.4551
11.0495	18593.0723
11.0537	18593.7598
11.058	18595.4883
11.0623	18594.9551
11.0665	18595.2676
11.0708	18595.4062
11.075	18594.0957
11.0792	18593.7285
11.0835	18594.752
11.0877	18594.3281
11.0919	18593.2324
11.0961	18594.0488
11.1003	18594.2031
11.1046	18593.7637
11.1088	18595.0254
11.1131	18594.5566
11.1173	18592.9922
11.1215	18592.5918
11.1258	18593.0664
11.13	18592.4961
11.1342	18593.4258
11.1385	18593.8906
11.1427	18592.7637
11.1469	18593.2988
11.1512	18594.0957
11.1554	18593.0059
11.1596	18592.5938
11.1639	18592.9258
11.1681	18591.3184
11.1723	18591.1699
11.1765	18593.2754
11.1808	18593.1699
11.185	18592.5234
11.1893	18593.0098
11.1935	18591.6387
11.1977	18590.3828
11.2019	18591.9492
11.2062	18592.3242
11.2104	18590.9434
11.2146	18591.7012
11.2189	18592.0117
11.2231	18591.3066
11.2274	18592.207
11.2317	18592.2988
11.2359	18590.6836
11.2401	18590.4707
11.2443	18590.8418
11.2485	18589.8203
11.2527	18590.084
11.257	18590.9121
11.2612	18589.9121
11.2654	18589.5215
11.2697	18591
11.2739	18590.7207
11.2781	18589.5996
11.2824	18589.9863
11.2866	18589.2188
11.2908	18588.127
11.295	18589.4844
11.2993	18590.2773
11.3036	18589.5508
11.3078	18590.0078
11.3121	18589.6074
11.3163	18587.5059
11.3205	18588.3262
11.3248	18588.8008
11.329	18587.5
11.3332	18587.5684
11.3374	18587.9512
11.3416	18587.2734
11.3459	18588.0781
11.3502	18589.0898
11.3544	18587.5684
11.3586	18586.6934
11.3628	18587.1406
11.367	18586.8555
11.3712	18586.8047
11.3755	18588.0254
11.3798	18587.7773
11.384	18586.4004
11.3883	18587.0449
11.3925	18586.8477
11.3967	18585.5195
11.401	18585.9082
11.4052	18585.2188
11.4094	18583.752
11.4136	18585.1641
11.4179	18586.3574
11.4221	18585.2578
11.4264	18585.4629
11.4306	18585.3184
11.4348	18583.1738
11.439	18583.2578
11.4433	18584.1953
11.4475	18583.1328
11.4517	18582.8652
11.4559	18583.7422
11.4602	18583.3594
11.4644	18583.6348
11.4687	18584.7402
11.4729	18583.6133
11.4771	18581.8848
11.4814	18582.1133
11.4856	18581.7617
11.4898	18581.1309
11.4941	18582.2852
11.4983	18582.2754
11.5025	18580.7773
11.5068	18581.7891
11.511	18582.6699
11.5152	18581.2344
11.5195	18580.8223
11.5237	18580.4941
11.5279	18578.8574
11.5321	18579.9785
11.5364	18581.791
11.5406	18580.8066
11.5449	18580.627
11.5491	18580.6621
11.5533	18579.0078
11.5575	18578.1738
11.5618	18579.1797
11.566	18578.8184
11.5702	18578.0371
11.5745	18578.7012
11.5787	18578.2012
11.583	18577.9668
11.5872	18579.0957
11.5915	18578.4824
11.5957	18576.752
11.5999	18576.7949
11.6041	18577.1113
11.6083	18575.9785
11.6126	18576.8301
11.6168	18577.3828
11.621	18575.9512
11.6253	18576.2676
11.6296	18577.0508
11.6338	18575.6582
11.638	18575.1426
11.6423	18575.3262
11.6464	18573.8418
11.6506	18573.4648
11.6549	18575.0859
11.6592	18574.8086
11.6634	18574.2305
11.6677	18574.2578
11.6719	18573.0449
11.6761	18571.7773
11.6803	18572.8613
11.6846	18572.7402
11.6887	18571.1875
11.693	18571.4395
11.6972	18571.6191
11.7014	18571.2168
11.7057	18572.4785
11.71	18572.7949
11.7142	18570.9648
11.7184	18570.5742
11.7227	18570.9863
11.7269	18570.0488
11.7311	18570.1406
11.7354	18570.6602
11.7396	18569.4219
11.7438	18568.5723
11.7481	18569.7617
11.7523	18569.5156
11.7565	18568.3789
11.7608	18568.752
11.765	18567.3398
11.7692	18566.1855
11.7734	18567.8926
11.7777	18568.4824
11.7819	18567.5098
11.7862	18567.8887
11.7904	18567.2285
11.7946	18565.3145
11.7989	18566.4082
11.8031	18566.9336
11.8073	18565.4277
11.8115	18565.1367
11.8158	18565.3477
11.82	18564.7754
11.8243	18565.4922
11.8286	18565.9141
11.8328	18563.7441
11.8369	18562.418
11.8412	18562.7207
11.8454	18562.5234
11.8496	18562.5938
11.8539	18563.5859
11.8582	18562.6738
11.8623	18560.9883
11.8666	18561.7148
11.8709	18561.7578
11.8751	18560.5391
11.8793	18561.1348
11.8835	18560.1758
11.8877	18558.6855
11.8919	18559.8672
11.8962	18561.1016
11.9005	18559.7734
11.9047	18559.8301
11.909	18559.418
11.9132	18557.2168
11.9174	18557.2012
11.9216	18557.8809
11.9259	18556.8887
11.9301	18556.3496
11.9343	18556.9863
11.9385	18556.2598
11.9428	18556.125
11.9471	18557.4082
11.9513	18556.3945
11.9555	18554.8555
11.9597	18554.9355
11.964	18554.5
11.9682	18553.4434
11.9724	18554.0996
11.9767	18554.4082
11.9809	18552.8438
11.9851	18553.5664
11.9894	18553.6855
11.9936	18552.0059
11.9978	18551.8848
12.0021	18551.5059
12.0062	18549.9336
12.0105	18550.3574
12.0148	18551.4844
12.019	18550.6641
12.0233	18550.7305
12.0275	18550.7227
12.0317	18548.834
12.0359	18547.877
12.0402	18548.8457
12.0444	18548.1211
12.0486	18546.834
12.0528	18547.4102
12.0571	18547.0176
12.0613	18546.4941
12.0656	18547.3945
12.0698	18546.4512
12.074	18544.9258
12.0782	18544.8086
12.0825	18545.0508
12.0867	18544.1582
12.0909	18544.6387
12.0952	18545.2109
12.0994	18543.6992
12.1037	18543.457
12.108	18543.582
12.1122	18542.1113
12.1164	18541.4102
12.1206	18541.2402
12.1248	18539.5703
12.129	18538.918
12.1333	18540.2969
12.1375	18540.0195
12.1418	18539.4609
12.146	18539.9941
12.1502	18538.8359
12.1544	18537.5938
12.1587	18538.3164
12.1629	18537.5527
12.1671	18535.7969
12.1714	18536.4102
12.1756	18536.5137
12.1798	18535.7285
12.1841	18536.5254
12.1884	18536.1914
12.1926	18533.9102
12.1968	18533.5918
12.2011	18533.457
12.2052	18532.0957
12.2095	18532.1504
12.2137	18532.5215
12.2179	18531.7773
12.2222	18531.5625
12.2264	18532.707
12.2307	18531.7539
12.2349	18529.9688
12.2391	18529.8145
12.2433	18528.7871
12.2475	18527.9551
12.2518	18529.3008
12.2561	18529.793
12.2603	18528.8613
12.2646	18529.0332
12.2688	18528.2695
12.273	18526.166
12.2772	18526.6582
12.2815	18526.2402
12.2857	18524.4043
12.2899	18524.3027
12.2942	18524.2324
12.2984	18523.377
12.3026	18523.7754
12.3069	18524.2969
12.3111	18522.2754
12.3153	18521.3535
12.3196	18521.6426
12.3238	18520.8965
12.328	18520.6133
12.3322	18521.0527
12.3365	18520.5156
12.3407	18519.1172
12.345	18519.7773
12.3492	18519.4297
12.3534	18517.8848
12.3577	18518.252
12.3619	18517.0352
12.3661	18515.0938
12.3703	18515.875
12.3746	18516.6328
12.3788	18515.002
12.3831	18514.9922
12.3873	18514.6152
12.3915	18512.2559
12.3957	18512.0273
12.4	18512.5977
12.4042	18511.3965
12.4084	18510.5176
12.4127	18510.9785
12.4169	18510.3711
12.4211	18510.1094
12.4254	18511.2148
12.4297	18510.1387
12.4339	18508.1582
12.4381	18508.0723
12.4423	18507.2832
12.4465	18506.2852
12.4508	18506.6562
12.4551	18506.3223
12.4593	18504.5078
12.4635	18505.1504
12.4678	18504.7598
12.472	18502.7539
12.4762	18502.2949
12.4804	18502.0312
12.4846	18500.4785
12.4888	18500.8086
12.4931	18502.2227
12.4973	18501.2285
12.5016	18500.7363
12.5059	18500.5918
12.5101	18498.7031
12.5143	18497.9141
12.5185	18498.4414
12.5228	18497.3887
12.527	18495.877
12.5312	18496.2695
12.5354	18495.8223
12.5397	18494.9082
12.544	18495.5566
12.5482	18493.9199
12.5524	18491.4258
12.5566	18491.3086
12.5609	18491.5527
12.5651	18490.2188
12.5693	18490.4922
12.5736	18490.5195
12.5778	18488.6777
12.582	18488.6152
12.5863	18488.8477
12.5905	18487.5879
12.5947	18486.6816
12.599	18486.4121
12.6032	18484.584
12.6074	18484.1055
12.6117	18485.166
12.6159	18484.3652
12.6201	18483.1055
12.6244	18483.1895
12.6286	18481.6738
12.6328	18480.127
12.637	18480.834
12.6413	18480.1523
12.6455	18478.125
12.6497	18478.5625
12.654	18478.3125
12.6582	18476.8438
12.6625	18477.4492
12.6667	18477.0879
12.6709	18474.9121
12.6752	18474.3301
12.6794	18474.293
12.6836	18472.4902
12.6878	18472.4492
12.6921	18472.6367
12.6963	18471.1328
12.7005	18470.5527
12.7048	18471.3086
12.7091	18469.8945
12.7132	18467.9414
12.7175	18467.7539
12.7217	18466.4746
12.7259	18465.3926
12.7302	18466.0918
12.7344	18465.8184
12.7387	18464.2246
12.7429	18463.752
12.7472	18463.0195
12.7514	18461.4609
12.7556	18461.9941
12.7598	18461.5059
12.764	18459.125
12.7683	18458.2676
12.7725	18459.0645
12.7767	18458.5312
12.781	18458.1406
12.7853	18457.8887
12.7895	18455.4609
12.7937	18454.5273
12.7979	18455.2168
12.8021	18454.1152
12.8064	18453.1934
12.8106	18453.0254
12.8149	18451.4375
12.8191	18450.207
12.8234	18451.1387
12.8276	18450.0938
12.8318	18447.584
12.8361	18447.3945
12.8403	18446.3359
12.8444	18444.9258
12.8487	18445.625
12.853	18445.9238
12.8572	18443.9512
12.8614	18443.4062
12.8657	18442.8789
12.8699	18440.6074
12.8741	18440.3105
12.8783	18440.332
12.8826	18438.3223
12.8868	18437.6348
12.891	18438.2676
12.8953	18437.4688
12.8995	18436.8887
12.9038	18436.8496
12.908	18434.4961
12.9122	18432.4609
12.9165	18432.7949
12.9207	18431.9336
12.9249	18430.1289
12.9292	18429.6543
12.9334	18428.9043
12.9376	18427.4199
12.9419	18428.1777
12.9461	18427.8438
12.9503	18425.4355
12.9545	18424.3105
12.9588	18423.4082
12.963	18421.6836
12.9672	18421.8672
12.9715	18422.8828
12.9757	18421.3438
12.98	18420.3066
12.9842	18419.6797
12.9885	18417.6309
12.9927	18416.541
12.9969	18416.6543
13.0012	18415.0664
13.0053	18413.0664
13.0096	18413.1895
13.0138	18412.4531
13.0181	18411.166
13.0223	18411.4473
13.0266	18410.1895
13.0307	18407.2695
13.035	18406.8066
13.0392	18406.8535
13.0434	18405.4609
13.0477	18405.4727
13.0519	18405.0176
13.0561	18402.793
13.0604	18402.6621
13.0647	18402.5137
13.0689	18400.0977
13.0731	18398.7598
13.0774	18398.2969
13.0815	18395.7051
13.0858	18394.8438
13.09	18396.1035
13.0943	18394.6426
13.0985	18392.9648
13.1028	18392.2402
13.107	18390.3457
13.1112	18388.4121
13.1154	18388.9023
13.1196	18387.959
13.1238	18385.8809
13.1281	18385.8398
13.1323	18385.2246
13.1366	18383.8125
13.1408	18384.0391
13.1451	18383.2754
13.1493	18380.3965
13.1535	18379.5742
13.1578	18379.1445
13.162	18377.2988
13.1662	18376.7715
13.1705	18376.6133
13.1747	18374.6309
13.1789	18373.2637
13.1832	18373.4473
13.1874	18371.7461
13.1916	18369.2773
13.1959	18368.625
13.2001	18366.7188
13.2043	18365.0117
13.2085	18365.6426
13.2128	18365.5312
13.217	18363.5859
13.2213	18362.9727
13.2255	18361.8887
13.2297	18359.4551
13.234	18359.1113
13.2382	18358.2324
13.2424	18355.5996
13.2466	18354.7148
13.2509	18354.0723
13.2551	18352.6309
13.2594	18352.2402
13.2636	18351.9648
13.2678	18348.8887
13.2721	18347.0312
13.2763	18346.9102
13.2805	18345.4648
13.2847	18344.1484
13.289	18343.6816
13.2932	18342.1523
13.2974	18340.416
13.3017	18340.7695
13.306	18339.5332
13.3102	18336.8145
13.3144	18335.8945
13.3186	18334.0859
13.3228	18331.998
13.3271	18332.4766
13.3313	18332.209
13.3355	18329.8945
13.3398	18329.0352
13.3441	18327.8125
13.3483	18324.8535
13.3525	18323.7871
13.3567	18323.4902
13.3609	18321.5195
13.3652	18319.7051
13.3694	18319.4062
13.3736	18317.918
13.3779	18316.5977
13.3822	18316.6953
13.3864	18314.4336
13.3906	18311.7363
13.3948	18311.041
13.3991	18309.4785
13.4033	18307.2539
13.4075	18306.875
13.4118	18305.6797
13.416	18303.4766
13.4202	18303.6406
13.4245	18302.6738
13.4287	18299.877
13.4329	18298.3535
13.4371	18296.7852
13.4413	18294.5918
13.4456	18294.3145
13.4498	18294.4238
13.4541	18291.8789
13.4583	18289.9512
13.4626	18289.0332
13.4668	18286.7715
13.471	18284.873
13.4753	18284.2734
13.4795	18282.2637
13.4837	18279.9375
13.4879	18279.6387
13.4922	18278.4648
13.4964	18276.8848
13.5007	18276.7637
13.5049	18274.4707
13.5091	18271.5312
13.5133	18270.8418
13.5176	18270.373
13.5218	18267.9414
13.526	18267.1914
13.5303	18265.7266
13.5345	18262.5664
13.5388	18261.9414
13.5431	18261.3066
13.5473	18258.5098
13.5515	18256.6465
13.5557	18255.2227
13.5599	18252.2051
13.5641	18250.8184
13.5684	18251.0371
13.5726	18249.3086
13.5769	18247.1699
13.5811	18245.9219
13.5853	18243.4004
13.5895	18241.1621
13.5938	18240.9082
13.598	18239.4766
13.6022	18236.3828
13.6065	18235.6582
13.6107	18234.2422
13.6149	18232.0078
13.6192	18231.5508
13.6235	18230.1309
13.6277	18226.4609
13.6319	18224.6504
13.6362	18223.1914
13.6404	18219.9824
13.6446	18218.7148
13.6488	18217.791
13.653	18215.1426
13.6573	18213.4961
13.6615	18213.2637
13.6658	18211.0859
13.67	18208.4941
13.6742	18207.2695
13.6784	18204.7969
13.6826	18202.6172
13.6869	18202.7812
13.6912	18201.5703
13.6954	18199.2129
13.6997	18197.9629
13.7039	18195.4707
13.7081	18192.2285
13.7123	18191.627
13.7166	18190.2031
13.7208	18186.7812
13.725	18185.2305
13.7293	18183.6777
13.7335	18181.1152
13.7377	18179.6367
13.742	18178.4199
13.7462	18175
13.7504	18172.4395
13.7546	18171.3652
13.7589	18169.25
13.7631	18167.541
13.7674	18166.4258
13.7716	18163.9043
13.7758	18161.209
13.7801	18160.2793
13.7843	18158.2461
13.7885	18155.0469
13.7928	18153.7832
13.797	18150.7793
13.8012	18147.541
13.8054	18146.8105
13.8097	18146.2656
13.8139	18143.2578
13.8182	18141.625
13.8224	18139.2793
13.8266	18135.0566
13.8308	18133.6602
13.8351	18132.5938
13.8393	18129.7227
13.8435	18127.6797
13.8478	18126.4648
13.852	18124.0234
13.8562	18122.6094
13.8605	18122.0645
13.8648	18118.5703
13.869	18114.8867
13.8732	18112.9434
13.8774	18110.3867
13.8816	18107.6719
13.8859	18106.6055
13.8901	18104.6367
13.8943	18101.1855
13.8986	18099.9004
13.9029	18098.3867
13.9071	18094.5508
13.9113	18092.1758
13.9155	18090.2051
13.9197	18086.6836
13.9239	18084.8672
13.9282	18084.2051
13.9324	18081.7031
13.9367	18079.8516
13.941	18077.9492
13.9452	18074.209
13.9494	18071.7383
13.9536	18070.3906
13.9579	18067.5879
13.9621	18064.1875
13.9663	18062.5391
13.9706	18059.7598
13.9748	18057.2207
13.9791	18056.5312
13.9833	18053.4512
13.9875	18048.9863
13.9917	18046.8125
13.9959	18045.373
14.0001	18042.4414
14.0044	18040.7305
14.0087	18038.959
14.0129	18035.4473
14.0171	18033.6191
14.0214	18031.6309
14.0256	18028.2676
14.0298	18025.6172
14.0341	18023.6719
14.0383	18019.6738
14.0425	18016.9551
14.0468	18016.2012
14.051	18013.6445
14.0552	18010.9102
14.0595	18008.8574
14.0637	18004.8926
14.0679	18000.7422
14.0722	17999.5566
14.0764	17997.2812
14.0806	17993.3184
14.0848	17991.418
14.0891	17988.8848
14.0933	17985.8066
14.0976	17984.7227
14.1018	17982.4688
14.106	17978.125
14.1103	17975.334
14.1145	17973.252
14.1187	17969.7344
14.1229	17967.5508
14.1272	17965.6992
14.1314	17961.998
14.1356	17959.2461
14.1399	17957.7754
14.1441	17954.334
14.1483	17950.6074
14.1526	17948.6367
14.1568	17944.9395
14.161	17941.1191
14.1653	17940.2559
14.1695	17937.9609
14.1738	17934.2383
14.178	17932.2051
14.1823	17928.9238
14.1865	17924.4062
14.1907	17922.4941
14.195	17920.1562
14.1992	17916.2383
14.2034	17913.4688
14.2076	17910.834
14.2118	17907.8613
14.2161	17906.1348
14.2204	17904.0215
14.2246	17898.9141
14.2288	17895.0312
14.233	17893.0371
14.2372	17889.9277
14.2414	17887.4336
14.2457	17885.5059
14.25	17881.6895
14.2542	17877.9902
14.2585	17875.8945
14.2627	17872.5801
14.2669	17868.3125
14.2712	17866.2109
14.2754	17862.2773
14.2795	17857.6016
14.2838	17855.8828
14.2881	17854.2812
14.2923	17850.498
14.2966	17848.2168
14.3008	17844.8789
14.305	17839.3223
14.3092	17836.6367
14.3135	17834.7012
14.3177	17830.9707
14.3219	17827.7148
14.3261	17825.2441
14.3304	17821.418
14.3346	17818.8281
14.3389	17817.0586
14.3432	17812.3105
14.3474	17807.2129
14.3516	17804.1621
14.3558	17800.8301
14.36	17797.3672
14.3643	17795.3027
14.3685	17792.4863
14.3727	17788.0117
14.3769	17785.7656
14.3812	17783.1914
14.3854	17778.877
14.3896	17776.0703
14.3939	17772.6504
14.3981	17767.7578
14.4023	17764.9434
14.4066	17763.4805
14.4108	17759.7305
14.4151	17756.2441
14.4194	17752.9082
14.4236	17747.8164
14.4278	17744.0137
14.432	17741.416
14.4363	17737.6328
14.4404	17733.4336
14.4447	17730.5801
14.4489	17726.6016
14.4531	17723.1309
14.4574	17721.1133
14.4617	17717.2539
14.4658	17711.9473
14.4701	17708.8359
14.4743	17705.8613
14.4785	17701.7715
14.4828	17699.2539
14.487	17696.082
14.4913	17691.1855
14.4955	17687.666
14.4998	17684.8008
14.504	17680.4082
14.5082	17676.8867
14.5125	17673.6836
14.5167	17668.4746
14.5209	17664.4707
14.5251	17662.584
14.5294	17658.8711
14.5336	17654.9473
14.5379	17652.0996
14.5421	17647.0312
14.5463	17642.0293
14.5505	17639.4551
14.5547	17635.9531
14.5589	17631.4219
14.5632	17628.6289
14.5674	17624.9512
14.5717	17620.6406
14.5759	17618.4902
14.5802	17614.7207
14.5844	17608.8926
14.5886	17604.9551
14.5929	17601.3223
14.5971	17596.457
14.6013	17593.3047
14.6056	17590.4902
14.6098	17585.5332
14.614	17581.418
14.6183	17578.4434
14.6225	17573.7305
14.6267	17569.0254
14.631	17565.8223
14.6352	17560.9531
14.6393	17556.2109
14.6436	17553.873
14.6479	17550.6328
14.6521	17546.377
14.6564	17542.9414
14.6606	17538.2441
14.6648	17532.8262
14.6691	17529.6738
14.6733	17525.8633
14.6775	17520.4902
14.6817	17516.3594
14.686	17512.4844
14.6902	17508.1035
14.6944	17505.043
14.6987	17501.7793
14.7029	17495.7188
14.7071	17490.7715
14.7114	17487.2246
14.7156	17482.7246
14.7198	17478.9707
14.7241	17475.7324
14.7283	17471.2988
14.7325	17466.4531
14.7368	17463.3906
14.7411	17458.832
14.7453	17453.4531
14.7495	17449.7988
14.7537	17444.3242
14.7579	17438.9062
14.7622	17436.1133
14.7664	17433.0703
14.7707	17427.9551
14.7749	17424.0605
14.7792	17419.3613
14.7833	17412.5078
14.7876	17408.4043
14.7918	17405.2852
14.796	17400.0664
14.8003	17395.7949
14.8045	17392.2246
14.8087	17387.3164
14.813	17383.0352
14.8173	17379.877
14.8215	17374.5195
14.8257	17368.6211
14.8299	17364.3594
14.8341	17359.7246
14.8384	17355.1016
14.8426	17351.416
14.8469	17346.8125
14.8511	17341.0215
14.8553	17337.4004
14.8596	17333.1172
14.8638	17327.0195
14.868	17322.5781
14.8723	17317.959
14.8764	17312.0898
14.8807	17307.959
14.885	17304.6055
14.8892	17299.3086
14.8934	17294.6816
14.8977	17290.2305
14.9019	17284.0684
14.9061	17279.3008
14.9104	17275.627
14.9146	17270.3379
14.9188	17265.0723
14.923	17260.75
14.9273	17255.3672
14.9315	17250.1816
14.9358	17246.9277
14.94	17241.4102
14.9442	17234.8574
14.9484	17230.1836
14.9527	17225.7207
14.9569	17220.5078
14.9611	17216.6387
14.9654	17212.0137
14.9696	17205.5156
14.9739	17201.127
14.9781	17196.8477
14.9824	17190.3984
14.9866	17185.2227
14.9908	17180.459
14.995	17174.1582
14.9992	17169.4785
15.0035	17166.0625
15.0077	17160.5312
15.012	17155.041
15.0162	17150.5293
15.0205	17143.8477
15.0246	17137.6914
15.0289	17133.8555
15.0331	17128.6914
15.0373	17122.0684
15.0416	17117.875
15.0458	17112.8789
15.05	17106.9902
15.0543	17103.0195
15.0586	17097.7637
15.0628	17090.4805
15.067	17084.9297
15.0712	17080.2617
15.0754	17074.1387
15.0797	17069.2324
15.0839	17064.7246
15.0881	17058.5469
15.0924	17053.293
15.0966	17048.8281
15.1009	17042.5879
15.1051	17036.1445
15.1093	17031.0625
15.1135	17024.8105
15.1177	17019.0117
15.122	17015.2559
15.1263	17010.0078
15.1305	17003.6289
15.1348	16998.4863
15.139	16992.252
15.1432	16984.875
15.1475	16980.1641
15.1517	16974.7305
15.1559	16967.4492
15.1601	16962.2012
15.1644	16957.4766
15.1686	16951.2188
15.1728	16946.0977
15.1771	16941.002
15.1813	16933.5391
15.1855	16927.6523
15.1898	16922.6934
15.194	16916.123
15.1982	16910.1738
15.2024	16904.8457
15.2067	16898.4902
15.2109	16892.0547
15.2152	16887.3184
15.2195	16881.1113
15.2237	16873.5254
15.2279	16867.5957
15.2321	16861.5078
15.2363	16854.9941
15.2405	16850.5371
15.2448	16845.1504
15.249	16837.5898
15.2533	16831.957
15.2575	16826.3848
15.2617	16818.6367
15.2659	16812.8379
15.2702	16807.3223
15.2744	16799.9277
15.2786	16794.0078
15.2829	16788.8027
15.2871	16782.2715
15.2913	16776.3496
15.2956	16770.9277
15.2999	16763.2715
15.3041	16755.6953
15.3083	16749.9453
15.3125	16743.3164
15.3167	16736.2539
15.321	16730.8906
15.3252	16724.6387
15.3295	16716.7715
15.3337	16711.627
15.338	16705.4922
15.3421	16697.541
15.3464	16691.166
15.3506	16684.6934
15.3548	16677.043
15.359	16671.4219
15.3633	16666.293
15.3676	16658.834
15.3718	16652.0195
15.3761	16645.4961
15.3803	16637.6133
15.3845	16631.0352
15.3887	16625.2969
15.393	16617.6094
15.3972	16609.8496
15.4014	16603.7461
15.4057	16597.0918
15.4099	16590.0801
15.4142	16584.3359
15.4184	16576.3789
15.4226	16567.6641
15.4268	16561.5859
15.431	16555.3672
15.4352	16547.6973
15.4395	16541.5645
15.4438	16534.9961
15.448	16526.3867
15.4522	16519.7363
15.4565	16513.3906
15.4607	16505.1191
15.4649	16497.7207
15.4692	16490.9316
15.4734	16482.4922
15.4776	16475.5332
15.4818	16470.1699
15.4861	16462.3965
15.4903	16454.6016
15.4946	16447.6113
15.4988	16438.8711
15.503	16430.4863
15.5073	16424.3652
15.5115	16416.5664
15.5157	16407.8984
15.5199	16401.6699
15.5242	16394.7461
15.5284	16386.7656
15.5327	16380.3857
15.537	16372.748
15.5412	16363.2188
15.5454	16355.5605
15.5496	16348.2676
15.5538	16339.4961
15.558	16332.251
15.5623	16325.2461
15.5665	16316.4551
15.5707	16309.1553
15.575	16302.3926
15.5793	16293.626
15.5835	16284.6621
15.5877	16277.0674
15.5919	16268.4561
15.5961	16260.2275
15.6004	16254.0332
15.6046	16246.2861
15.6088	16237.3789
15.6131	16229.9805
15.6174	16221.4365
15.6215	16211.8926
15.6258	16204.6699
15.63	16196.4727
15.6342	16186.7861
15.6385	16179.3086
15.6427	16171.8359
15.6469	16163.0508
15.6512	16155.3555
15.6555	16147.2832
15.6597	16137.0381
15.6639	16128.3896
15.6681	16120.8799
15.6723	16111.6748
15.6766	16103.1826
15.6808	16095.3486
15.6851	16085.7754
15.6893	16076.5332
15.6936	16069.1221
15.6978	16060.3154
15.702	16050.2285
15.7063	16041.873
15.7105	16032.5957
15.7146	16022.96
15.7189	16015.6162
15.7232	16007.667
15.7274	15997.752
15.7316	15988.918
15.7359	15979.7744
15.7401	15969.3135
15.7443	15960.7607
15.7486	15952.3115
15.7528	15942.0547
15.757	15933.0381
15.7612	15925.0293
15.7655	15915.4248
15.7697	15906.1172
15.774	15897.8008
15.7782	15886.9141
15.7824	15876.6162
15.7867	15868.4121
15.7909	15858.7314
15.7951	15848.2402
15.7993	15839.4297
15.8036	15829.6982
15.8078	15819.5879
15.8121	15811.7197
15.8163	15801.8965
15.8205	15790.2949
15.8247	15780.4795
15.829	15770.8398
15.8332	15760.4971
15.8374	15751.7607
15.8417	15742.4727
15.8459	15731.582
15.8502	15721.6084
15.8545	15712.0029
15.8587	15700.4971
15.8629	15690.0654
15.8671	15680.5469
15.8713	15669.373
15.8755	15657.999
15.8798	15649.0508
15.884	15638.8887
15.8882	15628.5215
15.8925	15618.999
15.8968	15607.3525
15.9009	15595.0234
15.9052	15585.6172
15.9094	15575.4951
15.9136	15563.7979
15.9179	15553.4609
15.9221	15542.665
15.9263	15530.5166
15.9306	15520.8047
15.9349	15510.2422
15.9391	15497.5508
15.9433	15485.8672
15.9476	15474.2881
15.9517	15461.8486
15.956	15451.0078
15.9602	15441.4229
15.9645	15429.5479
15.9687	15417.3857
15.973	15406.1514
15.9772	15393.6455
15.9814	15381.0059
15.9856	15370.3594
15.9899	15358.29
15.994	15345.2529
15.9983	15334.5586
16.0025	15323.0283
16.0068	15310.333
16.011	15299.3809
16.0153	15286.8164
16.0195	15272.7119
16.0237	15260.4785
16.028	15248.4297
16.0322	15234.5127
16.0364	15222.1816
16.0407	15210.1162
16.0449	15196.665
16.0491	15184.2031
16.0534	15172.083
16.0576	15158.166
16.0618	15144.248
16.066	15131.3535
16.0702	15117.4258
16.0744	15104.1787
16.0787	15092.6016
16.083	15079.2646
16.0872	15064.8271
16.0915	15051.2803
16.0958	15036.4102
16.0999	15020.665
16.1042	15007.4814
16.1084	14993.1006
16.1126	14977.1572
16.1168	14963.2139
16.1211	14949.1934
16.1253	14933.7832
16.1296	14919.3545
16.1339	14904.5205
16.1381	14887.4873
16.1422	14871.501
16.1465	14856.7578
16.1507	14840.2012
16.1549	14824.1699
16.1592	14808.6113
16.1634	14791.3711
16.1676	14774.166
16.1719	14758.5244
16.1762	14741.0361
16.1804	14722.585
16.1846	14705.2871
16.1888	14686.1064
16.193	14666.6221
16.1973	14649.1943
16.2015	14630.6006
16.2058	14609.9297
16.21	14590.3086
16.2143	14569.5049
16.2185	14546.0742
16.2227	14524.2969
16.2269	14501.8262
16.2311	14476.832
16.2353	14452.2012
16.2396	14426.9492
16.2438	14398.6016
16.2481	14367.3926
16.2524	14327.3604
16.2566	14275.8125
16.2608	14207.6299
16.265	13183.8184
16.2695	7814.9961
16.2739	4037.9148
16.2782	2735.0413
16.2823	2449.3381
16.2864	2359.5039
16.2905	2197.4644
16.2948	1932.1068
16.299	1620.1929
16.3032	1264.7041
16.3074	678.919
16.3117	-289.7438
16.3159	-753.5011
16.3201	-830.3578
16.3243	-791.7255
16.3286	-758.9796
16.3328	-748.2768
16.337	-748.1985
16.3412	-750.1848
16.3455	-751.1664
16.3497	-751.6097
16.3539	-751.5106
16.3581	-751.4691
16.3624	-751.4525
16.3666	-751.3353
16.3709	-751.3769
16.3751	-751.5406
16.3793	-751.498
16.3836	-751.2145
16.3878	-751.3094
16.392	-751.5743
16.3962	-751.6229
16.4005	-751.6313
16.4047	-751.6776
16.409	-751.8046
16.4132	-751.7046
16.4174	-751.3519
16.4217	-751.4241
16.4259	-751.5335
16.4301	-751.7424
